Vardas              Pavarde             Galutinis (med.)  
Vardenis3368        Pavardenis3368      4.50              
Vardenis3371        Pavardenis3371      3.50              
Vardenis3372        Pavardenis3372      4.50              
Vardenis3378        Pavardenis3378      2.00              
Vardenis3379        Pavardenis3379      3.50              
Vardenis3382        Pavardenis3382      4.50              
Vardenis3388        Pavardenis3388      4.00              
Vardenis3391        Pavardenis3391      4.50              
Vardenis3392        Pavardenis3392      4.50              
Vardenis3393        Pavardenis3393      4.00              
Vardenis3397        Pavardenis3397      3.00              
Vardenis3398        Pavardenis3398      4.50              
Vardenis3405        Pavardenis3405      4.00              
Vardenis3406        Pavardenis3406      4.50              
Vardenis3407        Pavardenis3407      4.00              
Vardenis3413        Pavardenis3413      4.00              
Vardenis3420        Pavardenis3420      3.00              
Vardenis3428        Pavardenis3428      3.50              
Vardenis3429        Pavardenis3429      4.00              
Vardenis3432        Pavardenis3432      4.00              
Vardenis3434        Pavardenis3434      3.00              
Vardenis3436        Pavardenis3436      4.00              
Vardenis3439        Pavardenis3439      3.50              
Vardenis3441        Pavardenis3441      4.00              
Vardenis3442        Pavardenis3442      4.00              
Vardenis3444        Pavardenis3444      4.50              
Vardenis3452        Pavardenis3452      3.50              
Vardenis3456        Pavardenis3456      4.50              
Vardenis3465        Pavardenis3465      4.00              
Vardenis3466        Pavardenis3466      4.50              
Vardenis3473        Pavardenis3473      4.50              
Vardenis3474        Pavardenis3474      3.00              
Vardenis3476        Pavardenis3476      4.00              
Vardenis3480        Pavardenis3480      3.50              
Vardenis3482        Pavardenis3482      4.50              
Vardenis3492        Pavardenis3492      4.50              
Vardenis3493        Pavardenis3493      4.50              
Vardenis3497        Pavardenis3497      3.50              
Vardenis3501        Pavardenis3501      3.00              
Vardenis3505        Pavardenis3505      4.50              
Vardenis3507        Pavardenis3507      4.50              
Vardenis3510        Pavardenis3510      4.00              
Vardenis3512        Pavardenis3512      4.50              
Vardenis3516        Pavardenis3516      4.50              
Vardenis3519        Pavardenis3519      4.50              
Vardenis3523        Pavardenis3523      3.00              
Vardenis3526        Pavardenis3526      3.50              
Vardenis3529        Pavardenis3529      4.00              
Vardenis3531        Pavardenis3531      3.00              
Vardenis3538        Pavardenis3538      4.00              
Vardenis3542        Pavardenis3542      3.50              
Vardenis3552        Pavardenis3552      2.50              
Vardenis3554        Pavardenis3554      3.00              
Vardenis3557        Pavardenis3557      3.50              
Vardenis3563        Pavardenis3563      4.00              
Vardenis3564        Pavardenis3564      4.00              
Vardenis3569        Pavardenis3569      3.00              
Vardenis3570        Pavardenis3570      4.50              
Vardenis3573        Pavardenis3573      4.50              
Vardenis3574        Pavardenis3574      3.00              
Vardenis3575        Pavardenis3575      3.00              
Vardenis3578        Pavardenis3578      4.00              
Vardenis3580        Pavardenis3580      3.50              
Vardenis3581        Pavardenis3581      3.50              
Vardenis3595        Pavardenis3595      4.50              
Vardenis3598        Pavardenis3598      1.50              
Vardenis3600        Pavardenis3600      4.50              
Vardenis3609        Pavardenis3609      4.50              
Vardenis3610        Pavardenis3610      4.50              
Vardenis3620        Pavardenis3620      4.00              
Vardenis3622        Pavardenis3622      3.50              
Vardenis3624        Pavardenis3624      3.00              
Vardenis3625        Pavardenis3625      3.50              
Vardenis3627        Pavardenis3627      4.00              
Vardenis3631        Pavardenis3631      4.00              
Vardenis3634        Pavardenis3634      4.50              
Vardenis3637        Pavardenis3637      3.00              
Vardenis3640        Pavardenis3640      4.50              
Vardenis3642        Pavardenis3642      4.50              
Vardenis3649        Pavardenis3649      4.00              
Vardenis3650        Pavardenis3650      3.00              
Vardenis3652        Pavardenis3652      4.50              
Vardenis3653        Pavardenis3653      4.00              
Vardenis3657        Pavardenis3657      4.00              
Vardenis3665        Pavardenis3665      4.50              
Vardenis3671        Pavardenis3671      4.50              
Vardenis3674        Pavardenis3674      4.00              
Vardenis3683        Pavardenis3683      3.00              
Vardenis3684        Pavardenis3684      3.50              
Vardenis3687        Pavardenis3687      3.00              
Vardenis3688        Pavardenis3688      2.00              
Vardenis3689        Pavardenis3689      4.00              
Vardenis3694        Pavardenis3694      3.00              
Vardenis3695        Pavardenis3695      4.00              
Vardenis3697        Pavardenis3697      2.00              
Vardenis3700        Pavardenis3700      4.50              
Vardenis3706        Pavardenis3706      3.50              
Vardenis3707        Pavardenis3707      4.00              
Vardenis3710        Pavardenis3710      4.00              
Vardenis3712        Pavardenis3712      4.50              
Vardenis3716        Pavardenis3716      4.50              
Vardenis3719        Pavardenis3719      4.00              
Vardenis3720        Pavardenis3720      4.00              
Vardenis3722        Pavardenis3722      4.50              
Vardenis3725        Pavardenis3725      3.50              
Vardenis3726        Pavardenis3726      4.50              
Vardenis3731        Pavardenis3731      4.00              
Vardenis3735        Pavardenis3735      4.50              
Vardenis3737        Pavardenis3737      4.00              
Vardenis3738        Pavardenis3738      2.00              
Vardenis3741        Pavardenis3741      4.00              
Vardenis3745        Pavardenis3745      4.50              
Vardenis3746        Pavardenis3746      4.50              
Vardenis3748        Pavardenis3748      4.50              
Vardenis3751        Pavardenis3751      4.50              
Vardenis3758        Pavardenis3758      4.00              
Vardenis3766        Pavardenis3766      3.50              
Vardenis3769        Pavardenis3769      4.00              
Vardenis3774        Pavardenis3774      4.00              
Vardenis3776        Pavardenis3776      3.50              
Vardenis3777        Pavardenis3777      4.50              
Vardenis3783        Pavardenis3783      2.50              
Vardenis3784        Pavardenis3784      2.50              
Vardenis3787        Pavardenis3787      4.00              
Vardenis3790        Pavardenis3790      4.00              
Vardenis3794        Pavardenis3794      4.50              
Vardenis3796        Pavardenis3796      4.00              
Vardenis3797        Pavardenis3797      3.50              
Vardenis3801        Pavardenis3801      3.00              
Vardenis3802        Pavardenis3802      3.50              
Vardenis3803        Pavardenis3803      3.50              
Vardenis3806        Pavardenis3806      4.00              
Vardenis3807        Pavardenis3807      4.00              
Vardenis3808        Pavardenis3808      4.50              
Vardenis3811        Pavardenis3811      4.00              
Vardenis3823        Pavardenis3823      4.50              
Vardenis3826        Pavardenis3826      4.50              
Vardenis3834        Pavardenis3834      3.50              
Vardenis3838        Pavardenis3838      4.00              
Vardenis3850        Pavardenis3850      3.50              
Vardenis3852        Pavardenis3852      4.50              
Vardenis3853        Pavardenis3853      4.50              
Vardenis3854        Pavardenis3854      4.00              
Vardenis3855        Pavardenis3855      2.50              
Vardenis3858        Pavardenis3858      4.50              
Vardenis3859        Pavardenis3859      4.00              
Vardenis3863        Pavardenis3863      4.00              
Vardenis3867        Pavardenis3867      3.50              
Vardenis3870        Pavardenis3870      4.00              
Vardenis3879        Pavardenis3879      3.50              
Vardenis3880        Pavardenis3880      4.50              
Vardenis3881        Pavardenis3881      4.50              
Vardenis3883        Pavardenis3883      4.50              
Vardenis3884        Pavardenis3884      4.00              
Vardenis3885        Pavardenis3885      4.50              
Vardenis3887        Pavardenis3887      3.00              
Vardenis3889        Pavardenis3889      4.00              
Vardenis3891        Pavardenis3891      4.50              
Vardenis3892        Pavardenis3892      4.50              
Vardenis3896        Pavardenis3896      4.00              
Vardenis3898        Pavardenis3898      3.00              
Vardenis3902        Pavardenis3902      4.00              
Vardenis3904        Pavardenis3904      4.00              
Vardenis3910        Pavardenis3910      4.50              
Vardenis3912        Pavardenis3912      4.50              
Vardenis3915        Pavardenis3915      2.50              
Vardenis3920        Pavardenis3920      3.00              
Vardenis3929        Pavardenis3929      4.50              
Vardenis3931        Pavardenis3931      3.50              
Vardenis3938        Pavardenis3938      4.00              
Vardenis3939        Pavardenis3939      4.50              
Vardenis3940        Pavardenis3940      4.00              
Vardenis3945        Pavardenis3945      3.00              
Vardenis3946        Pavardenis3946      4.00              
Vardenis3949        Pavardenis3949      4.00              
Vardenis3951        Pavardenis3951      4.00              
Vardenis3957        Pavardenis3957      4.00              
Vardenis3962        Pavardenis3962      4.50              
Vardenis3963        Pavardenis3963      3.00              
Vardenis3976        Pavardenis3976      3.00              
Vardenis3978        Pavardenis3978      4.50              
Vardenis3980        Pavardenis3980      4.50              
Vardenis3986        Pavardenis3986      4.50              
Vardenis3989        Pavardenis3989      4.00              
Vardenis3992        Pavardenis3992      3.50              
Vardenis3999        Pavardenis3999      4.50              
Vardenis4004        Pavardenis4004      4.00              
Vardenis4005        Pavardenis4005      3.50              
Vardenis4013        Pavardenis4013      4.00              
Vardenis4014        Pavardenis4014      4.00              
Vardenis4019        Pavardenis4019      4.50              
Vardenis4032        Pavardenis4032      3.00              
Vardenis4052        Pavardenis4052      3.50              
Vardenis4054        Pavardenis4054      3.00              
Vardenis4055        Pavardenis4055      4.00              
Vardenis4059        Pavardenis4059      3.50              
Vardenis4063        Pavardenis4063      4.50              
Vardenis4069        Pavardenis4069      3.00              
Vardenis4072        Pavardenis4072      2.50              
Vardenis4075        Pavardenis4075      3.50              
Vardenis4079        Pavardenis4079      3.50              
Vardenis4081        Pavardenis4081      4.00              
Vardenis4085        Pavardenis4085      4.50              
Vardenis4089        Pavardenis4089      4.50              
Vardenis4090        Pavardenis4090      4.00              
Vardenis4091        Pavardenis4091      4.50              
Vardenis4092        Pavardenis4092      4.50              
Vardenis4093        Pavardenis4093      4.00              
Vardenis4094        Pavardenis4094      2.50              
Vardenis4101        Pavardenis4101      2.50              
Vardenis4104        Pavardenis4104      4.00              
Vardenis4109        Pavardenis4109      4.00              
Vardenis4110        Pavardenis4110      3.50              
Vardenis4116        Pavardenis4116      3.00              
Vardenis4118        Pavardenis4118      4.50              
Vardenis4124        Pavardenis4124      4.50              
Vardenis4131        Pavardenis4131      4.00              
Vardenis4132        Pavardenis4132      3.50              
Vardenis4134        Pavardenis4134      3.50              
Vardenis4135        Pavardenis4135      4.00              
Vardenis4138        Pavardenis4138      4.00              
Vardenis4139        Pavardenis4139      4.50              
Vardenis4142        Pavardenis4142      4.50              
Vardenis4143        Pavardenis4143      4.00              
Vardenis4145        Pavardenis4145      2.00              
Vardenis4149        Pavardenis4149      4.00              
Vardenis4155        Pavardenis4155      4.00              
Vardenis4158        Pavardenis4158      4.00              
Vardenis4165        Pavardenis4165      4.50              
Vardenis4173        Pavardenis4173      4.50              
Vardenis4182        Pavardenis4182      2.50              
Vardenis4186        Pavardenis4186      3.50              
Vardenis4188        Pavardenis4188      4.50              
Vardenis4190        Pavardenis4190      2.00              
Vardenis4194        Pavardenis4194      4.00              
Vardenis4195        Pavardenis4195      3.50              
Vardenis4196        Pavardenis4196      3.00              
Vardenis4197        Pavardenis4197      3.00              
Vardenis4198        Pavardenis4198      4.50              
Vardenis4200        Pavardenis4200      3.50              
Vardenis4201        Pavardenis4201      4.50              
Vardenis4204        Pavardenis4204      3.00              
Vardenis4211        Pavardenis4211      3.50              
Vardenis4216        Pavardenis4216      4.50              
Vardenis4217        Pavardenis4217      3.00              
Vardenis4219        Pavardenis4219      4.00              
Vardenis4220        Pavardenis4220      3.00              
Vardenis4221        Pavardenis4221      4.00              
Vardenis4225        Pavardenis4225      4.50              
Vardenis4229        Pavardenis4229      3.00              
Vardenis4239        Pavardenis4239      3.50              
Vardenis4242        Pavardenis4242      4.00              
Vardenis4247        Pavardenis4247      4.00              
Vardenis4253        Pavardenis4253      4.50              
Vardenis4259        Pavardenis4259      4.00              
Vardenis4260        Pavardenis4260      3.00              
Vardenis4264        Pavardenis4264      4.50              
Vardenis4266        Pavardenis4266      4.50              
Vardenis4268        Pavardenis4268      4.50              
Vardenis4271        Pavardenis4271      4.00              
Vardenis4282        Pavardenis4282      4.50              
Vardenis4283        Pavardenis4283      4.50              
Vardenis4284        Pavardenis4284      4.00              
Vardenis4286        Pavardenis4286      4.00              
Vardenis4291        Pavardenis4291      4.50              
Vardenis4293        Pavardenis4293      3.00              
Vardenis4295        Pavardenis4295      4.50              
Vardenis4297        Pavardenis4297      4.00              
Vardenis4300        Pavardenis4300      3.50              
Vardenis4311        Pavardenis4311      3.50              
Vardenis4315        Pavardenis4315      2.50              
Vardenis4318        Pavardenis4318      4.00              
Vardenis4326        Pavardenis4326      4.00              
Vardenis4328        Pavardenis4328      1.50              
Vardenis4329        Pavardenis4329      4.50              
Vardenis4337        Pavardenis4337      4.00              
Vardenis4338        Pavardenis4338      2.00              
Vardenis4341        Pavardenis4341      4.00              
Vardenis4342        Pavardenis4342      4.50              
Vardenis4349        Pavardenis4349      3.00              
Vardenis4354        Pavardenis4354      4.50              
Vardenis4363        Pavardenis4363      3.50              
Vardenis4366        Pavardenis4366      4.50              
Vardenis4369        Pavardenis4369      3.50              
Vardenis4370        Pavardenis4370      4.50              
Vardenis4372        Pavardenis4372      3.50              
Vardenis4377        Pavardenis4377      4.00              
Vardenis4381        Pavardenis4381      3.50              
Vardenis4385        Pavardenis4385      4.00              
Vardenis4387        Pavardenis4387      4.50              
Vardenis4388        Pavardenis4388      3.00              
Vardenis4390        Pavardenis4390      4.00              
Vardenis4391        Pavardenis4391      3.50              
Vardenis4397        Pavardenis4397      4.00              
Vardenis4400        Pavardenis4400      4.00              
Vardenis4401        Pavardenis4401      3.50              
Vardenis4402        Pavardenis4402      3.50              
Vardenis4403        Pavardenis4403      3.50              
Vardenis4404        Pavardenis4404      4.50              
Vardenis4413        Pavardenis4413      3.00              
Vardenis4417        Pavardenis4417      4.50              
Vardenis4418        Pavardenis4418      3.00              
Vardenis4421        Pavardenis4421      4.50              
Vardenis4422        Pavardenis4422      3.50              
Vardenis4423        Pavardenis4423      4.50              
Vardenis4426        Pavardenis4426      4.50              
Vardenis4431        Pavardenis4431      4.50              
Vardenis4435        Pavardenis4435      3.50              
Vardenis4439        Pavardenis4439      3.50              
Vardenis4440        Pavardenis4440      4.00              
Vardenis4445        Pavardenis4445      3.50              
Vardenis4446        Pavardenis4446      4.50              
Vardenis4447        Pavardenis4447      4.50              
Vardenis4451        Pavardenis4451      4.00              
Vardenis4456        Pavardenis4456      4.00              
Vardenis4458        Pavardenis4458      2.00              
Vardenis4461        Pavardenis4461      3.50              
Vardenis4462        Pavardenis4462      3.00              
Vardenis4469        Pavardenis4469      4.00              
Vardenis4477        Pavardenis4477      4.00              
Vardenis4478        Pavardenis4478      4.00              
Vardenis4479        Pavardenis4479      3.00              
Vardenis4487        Pavardenis4487      4.50              
Vardenis4493        Pavardenis4493      4.00              
Vardenis4494        Pavardenis4494      4.00              
Vardenis4495        Pavardenis4495      3.50              
Vardenis4500        Pavardenis4500      4.50              
Vardenis4502        Pavardenis4502      4.50              
Vardenis4508        Pavardenis4508      4.50              
Vardenis4512        Pavardenis4512      3.50              
Vardenis4513        Pavardenis4513      4.00              
Vardenis4514        Pavardenis4514      3.50              
Vardenis4520        Pavardenis4520      3.50              
Vardenis4526        Pavardenis4526      3.00              
Vardenis4534        Pavardenis4534      3.00              
Vardenis4537        Pavardenis4537      4.50              
Vardenis4545        Pavardenis4545      3.50              
Vardenis4547        Pavardenis4547      3.50              
Vardenis4557        Pavardenis4557      3.50              
Vardenis4558        Pavardenis4558      4.50              
Vardenis4559        Pavardenis4559      4.50              
Vardenis4561        Pavardenis4561      4.50              
Vardenis4563        Pavardenis4563      3.50              
Vardenis4565        Pavardenis4565      2.00              
Vardenis4568        Pavardenis4568      3.50              
Vardenis4570        Pavardenis4570      4.00              
Vardenis4573        Pavardenis4573      4.00              
Vardenis4576        Pavardenis4576      4.00              
Vardenis4582        Pavardenis4582      3.00              
Vardenis4583        Pavardenis4583      4.00              
Vardenis4585        Pavardenis4585      4.00              
Vardenis4586        Pavardenis4586      4.00              
Vardenis4588        Pavardenis4588      4.00              
Vardenis4589        Pavardenis4589      4.00              
Vardenis4590        Pavardenis4590      4.00              
Vardenis4592        Pavardenis4592      4.50              
Vardenis4595        Pavardenis4595      4.50              
Vardenis4603        Pavardenis4603      3.50              
Vardenis4608        Pavardenis4608      4.50              
Vardenis4609        Pavardenis4609      4.50              
Vardenis4610        Pavardenis4610      3.50              
Vardenis4611        Pavardenis4611      3.50              
Vardenis4612        Pavardenis4612      4.50              
Vardenis4615        Pavardenis4615      3.50              
Vardenis4620        Pavardenis4620      4.50              
Vardenis4634        Pavardenis4634      4.50              
Vardenis4637        Pavardenis4637      3.00              
Vardenis4642        Pavardenis4642      4.50              
Vardenis4644        Pavardenis4644      4.50              
Vardenis4645        Pavardenis4645      3.00              
Vardenis4646        Pavardenis4646      4.00              
Vardenis4653        Pavardenis4653      4.50              
Vardenis4658        Pavardenis4658      4.00              
Vardenis4659        Pavardenis4659      3.50              
Vardenis4660        Pavardenis4660      4.00              
Vardenis4664        Pavardenis4664      4.00              
Vardenis4665        Pavardenis4665      4.00              
Vardenis4667        Pavardenis4667      4.00              
Vardenis4671        Pavardenis4671      4.50              
Vardenis4673        Pavardenis4673      3.00              
Vardenis4677        Pavardenis4677      3.00              
Vardenis4682        Pavardenis4682      3.50              
Vardenis4683        Pavardenis4683      3.50              
Vardenis4684        Pavardenis4684      4.00              
Vardenis4686        Pavardenis4686      3.00              
Vardenis4690        Pavardenis4690      4.50              
Vardenis4692        Pavardenis4692      4.50              
Vardenis4693        Pavardenis4693      4.50              
Vardenis4694        Pavardenis4694      4.50              
Vardenis4696        Pavardenis4696      4.50              
Vardenis4697        Pavardenis4697      3.00              
Vardenis4700        Pavardenis4700      3.00              
Vardenis4705        Pavardenis4705      2.50              
Vardenis4718        Pavardenis4718      4.50              
Vardenis4721        Pavardenis4721      4.50              
Vardenis4725        Pavardenis4725      4.50              
Vardenis4730        Pavardenis4730      3.50              
Vardenis4731        Pavardenis4731      4.00              
Vardenis4739        Pavardenis4739      4.50              
Vardenis4746        Pavardenis4746      2.50              
Vardenis4750        Pavardenis4750      4.00              
Vardenis4753        Pavardenis4753      3.50              
Vardenis4762        Pavardenis4762      4.00              
Vardenis4766        Pavardenis4766      2.00              
Vardenis4768        Pavardenis4768      4.50              
Vardenis4771        Pavardenis4771      4.50              
Vardenis4773        Pavardenis4773      4.50              
Vardenis4774        Pavardenis4774      4.50              
Vardenis4777        Pavardenis4777      4.00              
Vardenis4786        Pavardenis4786      4.50              
Vardenis4796        Pavardenis4796      4.50              
Vardenis4800        Pavardenis4800      4.50              
Vardenis4802        Pavardenis4802      4.50              
Vardenis4815        Pavardenis4815      4.00              
Vardenis4818        Pavardenis4818      2.50              
Vardenis4826        Pavardenis4826      3.50              
Vardenis4829        Pavardenis4829      4.50              
Vardenis4832        Pavardenis4832      3.50              
Vardenis4833        Pavardenis4833      4.00              
Vardenis4835        Pavardenis4835      4.50              
Vardenis4841        Pavardenis4841      4.00              
Vardenis4843        Pavardenis4843      4.50              
Vardenis4844        Pavardenis4844      3.50              
Vardenis4849        Pavardenis4849      3.00              
Vardenis4855        Pavardenis4855      1.50              
Vardenis4860        Pavardenis4860      3.50              
Vardenis4868        Pavardenis4868      4.00              
Vardenis4870        Pavardenis4870      3.50              
Vardenis4871        Pavardenis4871      4.50              
Vardenis4872        Pavardenis4872      4.00              
Vardenis4878        Pavardenis4878      4.50              
Vardenis4879        Pavardenis4879      4.50              
Vardenis4882        Pavardenis4882      3.00              
Vardenis4888        Pavardenis4888      4.00              
Vardenis4890        Pavardenis4890      3.50              
Vardenis4892        Pavardenis4892      3.50              
Vardenis4893        Pavardenis4893      4.00              
Vardenis4895        Pavardenis4895      3.00              
Vardenis4899        Pavardenis4899      3.50              
Vardenis4900        Pavardenis4900      4.50              
Vardenis4902        Pavardenis4902      4.50              
Vardenis4903        Pavardenis4903      3.50              
Vardenis4909        Pavardenis4909      4.00              
Vardenis4910        Pavardenis4910      4.00              
Vardenis4911        Pavardenis4911      4.50              
Vardenis4912        Pavardenis4912      4.50              
Vardenis4913        Pavardenis4913      3.50              
Vardenis4915        Pavardenis4915      4.50              
Vardenis4918        Pavardenis4918      4.00              
Vardenis4920        Pavardenis4920      2.50              
Vardenis4925        Pavardenis4925      3.50              
Vardenis4926        Pavardenis4926      4.50              
Vardenis4930        Pavardenis4930      4.50              
Vardenis4931        Pavardenis4931      3.50              
Vardenis4936        Pavardenis4936      4.00              
Vardenis4946        Pavardenis4946      3.50              
Vardenis4949        Pavardenis4949      4.50              
Vardenis4954        Pavardenis4954      2.50              
Vardenis4955        Pavardenis4955      4.00              
Vardenis4956        Pavardenis4956      4.00              
Vardenis4958        Pavardenis4958      3.00              
Vardenis4961        Pavardenis4961      4.50              
Vardenis4962        Pavardenis4962      4.00              
Vardenis4967        Pavardenis4967      4.00              
Vardenis4968        Pavardenis4968      4.50              
Vardenis4970        Pavardenis4970      4.00              
Vardenis4971        Pavardenis4971      3.00              
Vardenis4975        Pavardenis4975      4.00              
Vardenis4978        Pavardenis4978      2.00              
Vardenis4979        Pavardenis4979      3.00              
Vardenis4982        Pavardenis4982      4.00              
Vardenis4983        Pavardenis4983      4.00              
Vardenis4984        Pavardenis4984      4.50              
Vardenis4986        Pavardenis4986      4.50              
Vardenis4987        Pavardenis4987      3.50              
Vardenis4990        Pavardenis4990      4.00              
Vardenis4993        Pavardenis4993      4.50              
Vardenis4997        Pavardenis4997      4.50              
Vardenis5010        Pavardenis5010      3.50              
Vardenis5011        Pavardenis5011      3.50              
Vardenis5020        Pavardenis5020      4.50              
Vardenis5027        Pavardenis5027      4.00              
Vardenis5031        Pavardenis5031      4.50              
Vardenis5037        Pavardenis5037      4.00              
Vardenis5038        Pavardenis5038      4.50              
Vardenis5041        Pavardenis5041      3.00              
Vardenis5044        Pavardenis5044      3.00              
Vardenis5050        Pavardenis5050      3.50              
Vardenis5052        Pavardenis5052      3.50              
Vardenis5056        Pavardenis5056      3.50              
Vardenis5058        Pavardenis5058      4.50              
Vardenis5068        Pavardenis5068      3.50              
Vardenis5070        Pavardenis5070      4.50              
Vardenis5074        Pavardenis5074      4.00              
Vardenis5078        Pavardenis5078      3.00              
Vardenis5081        Pavardenis5081      4.50              
Vardenis5082        Pavardenis5082      4.50              
Vardenis5084        Pavardenis5084      4.50              
Vardenis5085        Pavardenis5085      4.50              
Vardenis5091        Pavardenis5091      3.50              
Vardenis5092        Pavardenis5092      4.50              
Vardenis5094        Pavardenis5094      4.50              
Vardenis5097        Pavardenis5097      4.00              
Vardenis5098        Pavardenis5098      3.50              
Vardenis5099        Pavardenis5099      3.50              
Vardenis5102        Pavardenis5102      4.50              
Vardenis5107        Pavardenis5107      4.50              
Vardenis5108        Pavardenis5108      4.00              
Vardenis5110        Pavardenis5110      4.50              
Vardenis5111        Pavardenis5111      4.50              
Vardenis5117        Pavardenis5117      3.00              
Vardenis5119        Pavardenis5119      4.00              
Vardenis5129        Pavardenis5129      4.00              
Vardenis5136        Pavardenis5136      4.00              
Vardenis5138        Pavardenis5138      4.50              
Vardenis5139        Pavardenis5139      2.50              
Vardenis5142        Pavardenis5142      4.00              
Vardenis5145        Pavardenis5145      4.00              
Vardenis5151        Pavardenis5151      3.50              
Vardenis5152        Pavardenis5152      4.50              
Vardenis5162        Pavardenis5162      3.00              
Vardenis5164        Pavardenis5164      4.50              
Vardenis5166        Pavardenis5166      4.00              
Vardenis5175        Pavardenis5175      3.50              
Vardenis5181        Pavardenis5181      4.00              
Vardenis5184        Pavardenis5184      4.50              
Vardenis5186        Pavardenis5186      4.00              
Vardenis5195        Pavardenis5195      4.50              
Vardenis5197        Pavardenis5197      3.50              
Vardenis5199        Pavardenis5199      4.00              
Vardenis5201        Pavardenis5201      4.00              
Vardenis5207        Pavardenis5207      4.50              
Vardenis5210        Pavardenis5210      4.00              
Vardenis5217        Pavardenis5217      3.00              
Vardenis5220        Pavardenis5220      4.50              
Vardenis5221        Pavardenis5221      4.50              
Vardenis5225        Pavardenis5225      4.00              
Vardenis5226        Pavardenis5226      2.00              
Vardenis5228        Pavardenis5228      4.50              
Vardenis5229        Pavardenis5229      4.00              
Vardenis5233        Pavardenis5233      4.00              
Vardenis5236        Pavardenis5236      3.00              
Vardenis5241        Pavardenis5241      4.50              
Vardenis5247        Pavardenis5247      3.50              
Vardenis5252        Pavardenis5252      4.50              
Vardenis5255        Pavardenis5255      4.50              
Vardenis5256        Pavardenis5256      3.50              
Vardenis5257        Pavardenis5257      3.50              
Vardenis5262        Pavardenis5262      4.50              
Vardenis5264        Pavardenis5264      4.50              
Vardenis5270        Pavardenis5270      4.50              
Vardenis5271        Pavardenis5271      4.50              
Vardenis5272        Pavardenis5272      3.00              
Vardenis5275        Pavardenis5275      4.50              
Vardenis5278        Pavardenis5278      4.50              
Vardenis5281        Pavardenis5281      4.50              
Vardenis5282        Pavardenis5282      4.00              
Vardenis5286        Pavardenis5286      3.50              
Vardenis5287        Pavardenis5287      4.50              
Vardenis5295        Pavardenis5295      4.00              
Vardenis5300        Pavardenis5300      4.00              
Vardenis5304        Pavardenis5304      3.50              
Vardenis5305        Pavardenis5305      4.50              
Vardenis5306        Pavardenis5306      4.50              
Vardenis5307        Pavardenis5307      2.50              
Vardenis5310        Pavardenis5310      3.00              
Vardenis5314        Pavardenis5314      4.50              
Vardenis5315        Pavardenis5315      4.00              
Vardenis5324        Pavardenis5324      3.00              
Vardenis5326        Pavardenis5326      4.00              
Vardenis5332        Pavardenis5332      4.00              
Vardenis5334        Pavardenis5334      4.00              
Vardenis5336        Pavardenis5336      4.50              
Vardenis5337        Pavardenis5337      4.50              
Vardenis5338        Pavardenis5338      3.50              
Vardenis5342        Pavardenis5342      3.50              
Vardenis5355        Pavardenis5355      4.50              
Vardenis5356        Pavardenis5356      4.50              
Vardenis5357        Pavardenis5357      3.00              
Vardenis5359        Pavardenis5359      1.50              
Vardenis5363        Pavardenis5363      4.00              
Vardenis5371        Pavardenis5371      4.50              
Vardenis5375        Pavardenis5375      3.50              
Vardenis5376        Pavardenis5376      4.50              
Vardenis5378        Pavardenis5378      3.00              
Vardenis5381        Pavardenis5381      4.50              
Vardenis5382        Pavardenis5382      4.50              
Vardenis5391        Pavardenis5391      4.50              
Vardenis5392        Pavardenis5392      3.00              
Vardenis5395        Pavardenis5395      4.00              
Vardenis5400        Pavardenis5400      4.00              
Vardenis5401        Pavardenis5401      3.50              
Vardenis5407        Pavardenis5407      3.50              
Vardenis5414        Pavardenis5414      4.50              
Vardenis5416        Pavardenis5416      4.50              
Vardenis5420        Pavardenis5420      3.50              
Vardenis5425        Pavardenis5425      3.00              
Vardenis5427        Pavardenis5427      4.50              
Vardenis5428        Pavardenis5428      3.00              
Vardenis5429        Pavardenis5429      4.00              
Vardenis5431        Pavardenis5431      4.00              
Vardenis5433        Pavardenis5433      4.00              
Vardenis5438        Pavardenis5438      4.00              
Vardenis5443        Pavardenis5443      4.00              
Vardenis5447        Pavardenis5447      4.50              
Vardenis5448        Pavardenis5448      4.00              
Vardenis5450        Pavardenis5450      4.00              
Vardenis5454        Pavardenis5454      3.50              
Vardenis5455        Pavardenis5455      4.00              
Vardenis5458        Pavardenis5458      3.00              
Vardenis5470        Pavardenis5470      4.50              
Vardenis5473        Pavardenis5473      3.00              
Vardenis5481        Pavardenis5481      4.50              
Vardenis5483        Pavardenis5483      3.00              
Vardenis5487        Pavardenis5487      4.50              
Vardenis5492        Pavardenis5492      4.00              
Vardenis5495        Pavardenis5495      4.50              
Vardenis5498        Pavardenis5498      4.00              
Vardenis5500        Pavardenis5500      4.50              
Vardenis5503        Pavardenis5503      3.50              
Vardenis5522        Pavardenis5522      3.50              
Vardenis5524        Pavardenis5524      4.00              
Vardenis5525        Pavardenis5525      4.50              
Vardenis5534        Pavardenis5534      4.50              
Vardenis5535        Pavardenis5535      4.50              
Vardenis5536        Pavardenis5536      4.00              
Vardenis5544        Pavardenis5544      4.00              
Vardenis5553        Pavardenis5553      2.00              
Vardenis5554        Pavardenis5554      4.50              
Vardenis5557        Pavardenis5557      3.50              
Vardenis5561        Pavardenis5561      4.00              
Vardenis5564        Pavardenis5564      4.50              
Vardenis5571        Pavardenis5571      4.50              
Vardenis5574        Pavardenis5574      4.50              
Vardenis5575        Pavardenis5575      4.50              
