Vardas              Pavarde             ND1     ND2     ND3     ND4     ND5     ND6     ND7     ND8     ND9     ND10    Egz.    
Vardenis732         Pavardenis732       5       5       1       5       10      3       3       7       9       5       7       
Vardenis733         Pavardenis733       1       8       9       10      8       8       5       1       6       1       6       
Vardenis734         Pavardenis734       6       8       4       5       7       8       4       3       1       3       3       
Vardenis735         Pavardenis735       6       3       5       2       6       4       2       4       2       5       2       
Vardenis736         Pavardenis736       3       3       1       9       9       3       3       3       10      8       4       
Vardenis737         Pavardenis737       10      7       8       9       4       5       9       9       10      10      5       
Vardenis738         Pavardenis738       6       4       5       3       10      3       2       10      7       2       7       
Vardenis739         Pavardenis739       3       9       6       1       6       4       10      8       10      4       1       
Vardenis740         Pavardenis740       2       7       2       10      10      3       8       9       7       7       6       
Vardenis741         Pavardenis741       10      3       8       7       9       4       5       1       2       6       3       
Vardenis742         Pavardenis742       5       8       2       3       4       1       6       7       7       7       1       
Vardenis743         Pavardenis743       1       8       10      6       4       2       2       4       7       7       4       
Vardenis744         Pavardenis744       4       8       7       4       3       4       2       4       4       6       4       
Vardenis745         Pavardenis745       9       3       4       5       1       3       9       5       1       8       6       
Vardenis746         Pavardenis746       1       6       4       3       2       6       3       1       6       4       4       
Vardenis747         Pavardenis747       7       1       7       3       2       3       5       9       3       9       10      
Vardenis748         Pavardenis748       7       3       9       4       2       4       7       7       4       5       8       
Vardenis749         Pavardenis749       9       4       10      7       5       2       9       9       5       4       8       
Vardenis750         Pavardenis750       10      4       4       2       6       9       10      7       2       7       4       
Vardenis751         Pavardenis751       3       9       9       8       8       3       3       2       2       10      9       
Vardenis752         Pavardenis752       2       10      7       6       8       6       6       8       9       5       7       
Vardenis753         Pavardenis753       1       9       1       10      5       10      5       5       3       6       3       
Vardenis754         Pavardenis754       4       8       8       3       8       10      6       3       10      2       2       
Vardenis755         Pavardenis755       5       3       4       9       6       10      3       1       1       9       5       
Vardenis756         Pavardenis756       4       9       2       5       1       8       4       10      5       1       5       
Vardenis757         Pavardenis757       2       1       6       5       8       8       9       4       2       7       6       
Vardenis758         Pavardenis758       10      1       9       4       6       10      4       5       6       2       9       
Vardenis759         Pavardenis759       9       6       7       3       3       3       4       3       7       2       1       
Vardenis760         Pavardenis760       6       7       2       6       4       1       8       7       8       3       3       
Vardenis761         Pavardenis761       9       9       7       8       5       4       8       10      7       10      2       
Vardenis762         Pavardenis762       3       5       8       2       6       7       4       2       3       2       8       
Vardenis763         Pavardenis763       1       2       2       4       9       7       5       4       7       2       4       
Vardenis764         Pavardenis764       5       8       3       4       3       9       6       9       2       7       8       
Vardenis765         Pavardenis765       3       5       4       7       1       10      4       3       9       9       5       
Vardenis766         Pavardenis766       9       9       7       3       2       4       9       3       7       6       4       
Vardenis767         Pavardenis767       8       10      2       6       6       1       4       9       4       3       8       
Vardenis768         Pavardenis768       2       9       8       10      6       10      1       1       9       6       8       
Vardenis769         Pavardenis769       3       4       2       2       1       4       1       1       2       7       2       
Vardenis770         Pavardenis770       9       8       2       8       9       3       3       1       7       8       7       
Vardenis771         Pavardenis771       2       1       10      3       6       2       6       3       5       2       4       
Vardenis772         Pavardenis772       1       2       3       4       9       8       1       9       1       7       4       
Vardenis773         Pavardenis773       10      9       8       1       7       1       4       5       9       7       5       
Vardenis774         Pavardenis774       7       8       6       10      10      5       3       7       9       10      4       
Vardenis775         Pavardenis775       2       3       10      8       8       8       7       6       1       4       1       
Vardenis776         Pavardenis776       1       3       4       9       10      1       5       2       9       9       3       
Vardenis777         Pavardenis777       10      9       5       3       2       3       7       10      5       8       5       
Vardenis778         Pavardenis778       6       6       4       4       6       1       2       5       8       5       7       
Vardenis779         Pavardenis779       7       8       4       4       5       7       3       5       1       2       10      
Vardenis780         Pavardenis780       7       4       5       9       4       1       8       2       1       8       6       
Vardenis781         Pavardenis781       8       9       6       10      3       7       2       7       6       9       4       
Vardenis782         Pavardenis782       4       2       9       2       2       2       3       7       8       8       6       
Vardenis783         Pavardenis783       3       4       10      6       4       7       10      7       4       9       8       
Vardenis784         Pavardenis784       5       9       2       7       1       5       10      8       7       8       7       
Vardenis785         Pavardenis785       4       4       5       1       7       8       8       4       6       10      8       
Vardenis786         Pavardenis786       6       5       6       4       9       3       1       6       7       5       2       
Vardenis787         Pavardenis787       2       10      7       8       7       1       1       6       7       5       4       
Vardenis788         Pavardenis788       1       4       9       1       6       10      2       10      4       8       2       
Vardenis789         Pavardenis789       1       4       9       3       4       5       7       6       10      5       10      
Vardenis790         Pavardenis790       4       7       6       7       2       4       8       4       8       2       2       
Vardenis791         Pavardenis791       7       4       4       1       9       4       8       6       5       1       7       
Vardenis792         Pavardenis792       2       6       7       5       1       5       6       1       1       6       7       
Vardenis793         Pavardenis793       4       4       4       10      7       1       9       1       1       10      8       
Vardenis794         Pavardenis794       7       8       9       2       2       4       10      4       4       5       9       
Vardenis795         Pavardenis795       6       3       2       8       3       8       3       10      8       1       10      
Vardenis796         Pavardenis796       5       7       10      1       4       1       7       4       5       7       1       
Vardenis797         Pavardenis797       4       5       3       9       3       4       8       1       10      5       1       
Vardenis798         Pavardenis798       5       3       5       7       1       10      10      7       8       4       3       
Vardenis799         Pavardenis799       5       10      3       6       6       9       8       5       7       4       2       
Vardenis800         Pavardenis800       4       4       1       1       3       10      3       6       1       5       2       
Vardenis801         Pavardenis801       10      8       1       8       6       7       3       9       5       8       4       
Vardenis802         Pavardenis802       5       7       3       2       4       10      7       3       3       10      4       
Vardenis803         Pavardenis803       9       2       4       4       1       3       7       9       5       4       7       
Vardenis804         Pavardenis804       9       6       3       7       2       1       7       5       1       7       8       
Vardenis805         Pavardenis805       1       7       4       2       8       1       2       2       2       7       1       
Vardenis806         Pavardenis806       9       2       7       1       7       3       9       3       8       3       2       
Vardenis807         Pavardenis807       1       8       7       2       1       6       6       6       5       7       1       
Vardenis808         Pavardenis808       4       9       5       2       4       10      6       6       7       4       3       
Vardenis809         Pavardenis809       5       6       9       7       2       6       10      5       6       1       2       
Vardenis810         Pavardenis810       10      8       10      8       9       4       5       5       5       1       7       
Vardenis811         Pavardenis811       1       8       7       8       2       1       2       5       7       8       7       
Vardenis812         Pavardenis812       3       3       2       8       8       9       8       5       1       3       6       
Vardenis813         Pavardenis813       8       1       7       7       1       3       6       3       8       2       2       
Vardenis814         Pavardenis814       10      1       1       1       2       2       1       2       1       2       5       
Vardenis815         Pavardenis815       2       9       10      1       9       5       5       5       7       3       9       
Vardenis816         Pavardenis816       10      8       6       6       2       5       7       9       1       3       9       
Vardenis817         Pavardenis817       4       2       2       6       9       1       8       8       5       8       2       
Vardenis818         Pavardenis818       4       4       5       9       6       4       1       6       9       6       4       
Vardenis819         Pavardenis819       4       3       6       6       7       10      10      5       8       4       10      
Vardenis820         Pavardenis820       1       6       3       3       4       4       2       1       4       10      10      
Vardenis821         Pavardenis821       5       3       6       3       4       9       3       8       3       4       7       
Vardenis822         Pavardenis822       9       5       8       10      1       2       4       6       6       1       2       
Vardenis823         Pavardenis823       3       10      2       9       7       10      4       2       7       8       10      
Vardenis824         Pavardenis824       10      1       2       6       10      9       6       2       1       4       6       
Vardenis825         Pavardenis825       2       4       3       6       9       7       6       7       9       10      6       
Vardenis826         Pavardenis826       2       4       4       4       6       7       9       1       8       9       2       
Vardenis827         Pavardenis827       7       9       9       6       3       7       9       7       5       4       3       
Vardenis828         Pavardenis828       9       5       1       7       10      9       8       4       1       1       2       
Vardenis829         Pavardenis829       5       7       10      3       6       9       1       3       10      7       4       
Vardenis830         Pavardenis830       7       3       9       2       9       6       4       7       8       10      7       
Vardenis831         Pavardenis831       5       7       6       9       8       3       3       3       9       4       7       
Vardenis832         Pavardenis832       7       2       4       3       10      1       2       7       5       1       3       
Vardenis833         Pavardenis833       1       6       7       10      9       3       9       5       1       4       6       
Vardenis834         Pavardenis834       9       2       1       4       3       4       1       8       4       4       6       
Vardenis835         Pavardenis835       2       4       4       1       2       3       2       7       6       6       3       
Vardenis836         Pavardenis836       5       3       10      8       6       4       4       2       5       5       4       
Vardenis837         Pavardenis837       10      6       10      5       1       2       1       1       4       4       3       
Vardenis838         Pavardenis838       9       4       4       4       1       2       8       9       10      5       4       
Vardenis839         Pavardenis839       8       5       8       5       9       7       7       6       9       6       2       
Vardenis840         Pavardenis840       7       2       5       2       4       7       2       8       7       8       5       
Vardenis841         Pavardenis841       3       3       6       7       3       6       4       7       3       4       5       
Vardenis842         Pavardenis842       2       5       5       8       10      3       5       8       1       5       6       
Vardenis843         Pavardenis843       3       8       5       7       7       5       8       10      8       5       8       
Vardenis844         Pavardenis844       4       5       3       1       5       7       2       3       2       8       10      
Vardenis845         Pavardenis845       7       8       2       3       6       5       7       1       2       7       6       
Vardenis846         Pavardenis846       3       4       4       10      5       5       10      10      4       2       4       
Vardenis847         Pavardenis847       10      8       7       9       5       2       3       10      3       4       8       
Vardenis848         Pavardenis848       5       5       7       7       7       4       4       1       3       4       10      
Vardenis849         Pavardenis849       7       7       4       1       6       2       7       4       5       2       6       
Vardenis850         Pavardenis850       6       3       7       2       10      7       2       9       8       6       4       
Vardenis851         Pavardenis851       9       2       7       5       4       2       6       10      6       6       2       
Vardenis852         Pavardenis852       2       2       3       3       3       6       8       4       10      6       3       
Vardenis853         Pavardenis853       3       5       8       7       5       8       9       3       7       7       1       
Vardenis854         Pavardenis854       8       6       9       7       7       7       10      3       8       9       3       
Vardenis855         Pavardenis855       5       2       2       10      5       1       4       4       9       1       9       
Vardenis856         Pavardenis856       9       9       9       2       6       3       5       9       7       4       2       
Vardenis857         Pavardenis857       2       7       8       3       2       8       6       6       3       1       4       
Vardenis858         Pavardenis858       9       2       9       9       1       2       4       7       9       6       6       
Vardenis859         Pavardenis859       2       6       10      9       1       2       2       2       3       10      8       
Vardenis860         Pavardenis860       5       8       2       6       8       1       3       4       4       7       10      
Vardenis861         Pavardenis861       2       8       4       9       5       3       3       3       4       3       10      
Vardenis862         Pavardenis862       1       8       2       10      2       8       6       1       5       9       2       
Vardenis863         Pavardenis863       5       1       10      6       5       1       6       4       2       2       10      
Vardenis864         Pavardenis864       5       4       2       9       8       6       1       1       10      2       5       
Vardenis865         Pavardenis865       5       7       10      4       10      10      8       4       9       9       2       
Vardenis866         Pavardenis866       9       2       5       4       7       1       8       7       8       3       7       
Vardenis867         Pavardenis867       4       10      9       9       7       4       10      3       5       10      2       
Vardenis868         Pavardenis868       4       6       8       4       6       2       9       5       2       5       9       
Vardenis869         Pavardenis869       3       7       7       4       3       9       6       2       3       6       5       
Vardenis870         Pavardenis870       1       5       4       7       5       9       2       9       5       6       6       
Vardenis871         Pavardenis871       2       10      3       6       8       3       1       3       9       3       7       
Vardenis872         Pavardenis872       1       2       2       3       7       8       8       10      3       1       10      
Vardenis873         Pavardenis873       7       5       5       2       6       5       6       3       3       1       8       
Vardenis874         Pavardenis874       1       10      9       2       3       7       10      8       2       6       7       
Vardenis875         Pavardenis875       10      4       10      6       3       9       10      5       8       8       5       
Vardenis876         Pavardenis876       8       8       10      1       8       5       6       8       1       2       10      
Vardenis877         Pavardenis877       2       6       3       8       1       2       3       2       2       1       8       
Vardenis878         Pavardenis878       4       2       9       8       6       9       5       1       10      5       6       
Vardenis879         Pavardenis879       6       6       8       5       2       10      6       5       10      1       8       
Vardenis880         Pavardenis880       3       4       8       7       4       5       3       5       10      10      1       
Vardenis881         Pavardenis881       10      8       3       6       1       9       8       9       9       8       10      
Vardenis882         Pavardenis882       10      10      2       6       2       5       1       5       10      2       8       
Vardenis883         Pavardenis883       6       1       5       2       7       5       2       10      5       2       10      
Vardenis884         Pavardenis884       9       10      4       7       9       4       7       7       8       7       1       
Vardenis885         Pavardenis885       8       3       4       7       4       7       5       8       9       5       2       
Vardenis886         Pavardenis886       4       5       8       4       3       9       2       3       7       10      5       
Vardenis887         Pavardenis887       10      2       5       1       7       10      3       2       10      2       4       
Vardenis888         Pavardenis888       4       5       4       5       6       3       7       4       8       6       6       
Vardenis889         Pavardenis889       8       6       10      1       7       10      5       3       8       10      2       
Vardenis890         Pavardenis890       4       6       3       7       9       10      5       5       3       3       8       
Vardenis891         Pavardenis891       10      10      10      9       5       1       5       7       9       10      4       
Vardenis892         Pavardenis892       5       10      9       5       4       7       9       6       6       6       7       
Vardenis893         Pavardenis893       5       9       1       5       6       9       2       8       7       4       1       
Vardenis894         Pavardenis894       1       2       2       10      10      1       8       7       4       2       7       
Vardenis895         Pavardenis895       8       2       5       3       6       7       8       4       10      8       6       
Vardenis896         Pavardenis896       5       2       2       6       6       3       2       4       6       5       1       
Vardenis897         Pavardenis897       9       7       8       1       2       5       8       4       5       4       6       
Vardenis898         Pavardenis898       3       5       5       9       9       4       4       7       1       7       7       
Vardenis899         Pavardenis899       8       1       1       5       8       2       10      2       10      7       4       
Vardenis900         Pavardenis900       10      3       1       8       2       3       6       9       1       3       10      
Vardenis901         Pavardenis901       1       8       1       9       3       1       7       3       10      3       3       
Vardenis902         Pavardenis902       9       1       4       6       5       5       7       5       4       7       1       
Vardenis903         Pavardenis903       2       2       6       1       3       10      8       9       8       4       9       
Vardenis904         Pavardenis904       5       5       8       7       9       5       9       1       10      8       4       
Vardenis905         Pavardenis905       10      10      7       4       3       3       2       2       1       9       7       
Vardenis906         Pavardenis906       10      10      9       6       6       9       10      8       10      6       2       
Vardenis907         Pavardenis907       3       6       1       4       2       7       9       3       5       7       1       
Vardenis908         Pavardenis908       3       8       3       3       10      2       2       6       3       3       1       
Vardenis909         Pavardenis909       5       9       6       3       3       10      10      2       7       3       10      
Vardenis910         Pavardenis910       5       10      7       1       5       4       3       9       9       9       9       
Vardenis911         Pavardenis911       4       4       1       1       4       9       4       5       2       2       9       
Vardenis912         Pavardenis912       1       4       6       8       2       4       2       6       3       7       8       
Vardenis913         Pavardenis913       8       8       7       8       9       6       3       2       10      1       2       
Vardenis914         Pavardenis914       2       10      2       6       1       3       3       7       1       5       5       
Vardenis915         Pavardenis915       3       6       5       8       8       9       10      9       3       10      7       
Vardenis916         Pavardenis916       7       10      6       6       10      4       3       5       5       5       4       
Vardenis917         Pavardenis917       1       3       5       9       5       6       8       8       1       10      1       
Vardenis918         Pavardenis918       5       4       6       6       10      7       7       6       3       4       5       
Vardenis919         Pavardenis919       1       7       6       4       7       4       2       1       10      4       8       
Vardenis920         Pavardenis920       1       7       2       3       2       3       6       3       10      5       6       
Vardenis921         Pavardenis921       1       8       9       2       7       1       8       5       2       4       6       
Vardenis922         Pavardenis922       9       1       8       8       2       3       10      6       5       7       6       
Vardenis923         Pavardenis923       1       2       2       5       4       10      3       7       5       9       8       
Vardenis924         Pavardenis924       1       1       4       10      1       5       5       1       6       8       7       
Vardenis925         Pavardenis925       9       10      4       4       2       2       9       4       6       5       7       
Vardenis926         Pavardenis926       4       8       8       7       10      7       1       9       3       5       8       
Vardenis927         Pavardenis927       4       2       10      1       3       9       8       8       1       3       5       
Vardenis928         Pavardenis928       9       5       10      5       7       6       9       9       2       10      3       
Vardenis929         Pavardenis929       10      7       9       6       4       3       9       9       8       7       8       
Vardenis930         Pavardenis930       10      2       10      7       9       9       7       2       10      9       8       
Vardenis931         Pavardenis931       8       5       6       4       9       5       3       3       5       7       4       
Vardenis932         Pavardenis932       10      5       5       3       8       3       9       7       2       4       9       
Vardenis933         Pavardenis933       8       5       7       3       2       5       8       3       6       3       1       
Vardenis934         Pavardenis934       5       6       8       5       4       2       1       1       8       2       10      
Vardenis935         Pavardenis935       3       5       4       8       4       6       3       3       4       8       7       
Vardenis936         Pavardenis936       4       8       4       3       10      2       1       7       9       9       1       
Vardenis937         Pavardenis937       1       9       6       9       4       4       9       7       8       10      4       
Vardenis938         Pavardenis938       2       10      7       6       10      8       2       5       3       2       5       
Vardenis939         Pavardenis939       10      7       6       1       9       6       4       1       9       2       4       
Vardenis940         Pavardenis940       7       8       7       1       6       3       5       6       5       4       2       
Vardenis941         Pavardenis941       5       7       10      4       7       8       7       3       7       9       1       
Vardenis942         Pavardenis942       4       1       6       1       2       10      6       4       5       6       8       
Vardenis943         Pavardenis943       5       4       5       4       6       5       10      6       3       8       3       
Vardenis944         Pavardenis944       3       9       9       9       8       1       5       8       10      6       1       
Vardenis945         Pavardenis945       5       3       1       5       6       10      7       8       3       10      4       
Vardenis946         Pavardenis946       3       4       3       10      1       9       8       5       3       2       8       
Vardenis947         Pavardenis947       9       3       6       8       6       3       7       2       10      4       10      
Vardenis948         Pavardenis948       4       7       5       5       10      10      1       1       5       9       9       
Vardenis949         Pavardenis949       8       4       8       10      7       6       6       3       10      6       4       
Vardenis950         Pavardenis950       5       2       10      1       4       2       10      7       4       3       2       
Vardenis951         Pavardenis951       3       8       10      4       6       5       6       3       2       8       9       
Vardenis952         Pavardenis952       8       2       7       1       1       1       7       10      3       10      8       
Vardenis953         Pavardenis953       4       9       5       5       8       9       9       5       5       5       4       
Vardenis954         Pavardenis954       5       9       8       4       1       8       1       9       10      5       8       
Vardenis955         Pavardenis955       3       10      8       10      4       10      8       5       7       4       7       
Vardenis956         Pavardenis956       4       3       8       10      4       1       9       4       3       1       9       
Vardenis957         Pavardenis957       7       1       5       4       6       4       9       1       9       7       6       
Vardenis958         Pavardenis958       10      2       9       4       10      3       6       6       6       1       4       
Vardenis959         Pavardenis959       4       8       4       9       3       9       4       5       8       7       4       
Vardenis960         Pavardenis960       7       4       8       4       7       3       2       7       8       7       5       
Vardenis961         Pavardenis961       9       2       10      10      6       1       1       1       5       9       10      
Vardenis962         Pavardenis962       2       7       10      4       4       5       2       5       3       2       2       
Vardenis963         Pavardenis963       4       8       4       4       10      5       2       6       5       4       6       
Vardenis964         Pavardenis964       3       2       8       3       5       7       5       5       5       8       8       
Vardenis965         Pavardenis965       3       5       5       10      3       6       3       8       1       5       6       
Vardenis966         Pavardenis966       1       9       9       1       6       9       1       10      3       8       1       
Vardenis967         Pavardenis967       2       1       6       8       6       2       9       6       10      10      8       
Vardenis968         Pavardenis968       10      3       1       5       9       2       8       5       4       9       3       
Vardenis969         Pavardenis969       1       7       2       6       4       1       7       7       9       9       8       
Vardenis970         Pavardenis970       8       1       2       6       3       5       10      8       3       6       9       
Vardenis971         Pavardenis971       9       10      8       6       9       6       10      1       8       4       6       
Vardenis972         Pavardenis972       5       1       7       3       6       4       5       8       7       4       5       
Vardenis973         Pavardenis973       10      8       10      9       9       9       5       6       5       4       4       
Vardenis974         Pavardenis974       9       4       9       10      9       2       1       7       5       4       6       
Vardenis975         Pavardenis975       1       2       3       5       8       5       7       9       5       9       5       
Vardenis976         Pavardenis976       10      1       5       9       1       10      10      6       5       9       2       
Vardenis977         Pavardenis977       8       10      7       3       1       10      5       9       4       7       2       
Vardenis978         Pavardenis978       8       5       9       10      8       10      3       10      6       10      8       
Vardenis979         Pavardenis979       5       9       3       9       3       7       9       6       6       7       10      
Vardenis980         Pavardenis980       8       9       9       5       1       1       3       10      3       3       9       
Vardenis981         Pavardenis981       3       8       3       5       5       8       9       3       4       7       4       
Vardenis982         Pavardenis982       2       5       2       10      7       5       2       2       9       10      3       
Vardenis983         Pavardenis983       7       1       7       2       8       3       8       3       1       4       6       
Vardenis984         Pavardenis984       2       4       1       6       9       1       3       9       1       5       3       
Vardenis985         Pavardenis985       8       6       4       6       1       2       4       9       4       9       7       
Vardenis986         Pavardenis986       6       9       7       5       5       5       10      7       2       2       3       
Vardenis987         Pavardenis987       10      6       5       7       4       2       9       9       4       6       4       
Vardenis988         Pavardenis988       7       9       10      7       3       7       3       8       7       9       3       
Vardenis989         Pavardenis989       7       1       1       5       5       5       10      10      7       10      2       
Vardenis990         Pavardenis990       4       2       9       6       3       10      9       10      2       1       2       
Vardenis991         Pavardenis991       10      1       7       7       4       1       5       5       10      4       5       
Vardenis992         Pavardenis992       4       5       7       2       2       4       8       7       5       6       8       
Vardenis993         Pavardenis993       9       2       3       1       8       5       8       7       5       3       2       
Vardenis994         Pavardenis994       9       5       9       2       9       9       8       4       4       3       9       
Vardenis995         Pavardenis995       5       1       10      3       6       4       2       2       1       7       9       
Vardenis996         Pavardenis996       9       1       9       3       8       9       4       4       2       10      4       
Vardenis997         Pavardenis997       1       3       10      5       9       2       8       10      10      6       4       
Vardenis998         Pavardenis998       7       9       2       4       3       2       2       10      3       8       5       
Vardenis999         Pavardenis999       3       7       1       6       10      2       2       10      5       8       10      
Vardenis1000        Pavardenis1000      5       10      6       4       3       5       4       5       1       2       3       
