Vardas              Pavarde             ND1     ND2     ND3     ND4     ND5     ND6     ND7     ND8     ND9     ND10    Egz.    
Vardenis4368        Pavardenis4368      1       4       10      6       7       4       9       6       4       3       4       
Vardenis4369        Pavardenis4369      5       3       3       3       5       2       5       6       4       2       5       
Vardenis4370        Pavardenis4370      9       10      10      3       2       1       6       10      2       3       10      
Vardenis4371        Pavardenis4371      5       9       5       3       5       5       7       8       8       7       6       
Vardenis4372        Pavardenis4372      2       5       2       9       2       7       2       3       4       7       1       
Vardenis4373        Pavardenis4373      3       10      6       9       2       3       2       10      5       8       2       
Vardenis4374        Pavardenis4374      7       6       6       7       1       9       9       1       1       4       3       
Vardenis4375        Pavardenis4375      10      10      9       2       7       6       1       3       2       6       6       
Vardenis4376        Pavardenis4376      8       5       4       4       4       6       5       4       9       6       7       
Vardenis4377        Pavardenis4377      4       4       5       2       7       2       8       4       9       1       8       
Vardenis4378        Pavardenis4378      5       5       3       10      8       10      8       5       8       9       6       
Vardenis4379        Pavardenis4379      7       8       1       8       9       1       5       10      6       2       7       
Vardenis4380        Pavardenis4380      6       7       10      9       4       4       1       8       9       2       3       
Vardenis4381        Pavardenis4381      6       5       4       2       10      1       7       3       1       1       1       
Vardenis4382        Pavardenis4382      1       2       6       10      4       2       10      7       10      7       6       
Vardenis4383        Pavardenis4383      1       7       4       6       5       7       5       1       10      10      4       
Vardenis4384        Pavardenis4384      8       4       6       5       9       9       10      4       2       4       9       
Vardenis4385        Pavardenis4385      3       4       8       10      3       10      2       4       3       9       2       
Vardenis4386        Pavardenis4386      9       5       9       6       10      6       3       3       7       9       4       
Vardenis4387        Pavardenis4387      4       10      3       8       2       2       4       5       5       7       8       
Vardenis4388        Pavardenis4388      4       2       1       6       4       3       3       8       3       3       10      
Vardenis4389        Pavardenis4389      4       7       1       10      9       9       9       5       9       6       8       
Vardenis4390        Pavardenis4390      10      4       4       6       2       3       4       7       10      3       5       
Vardenis4391        Pavardenis4391      2       3       1       4       9       5       8       2       3       6       5       
Vardenis4392        Pavardenis4392      8       5       4       6       2       5       4       8       9       6       8       
Vardenis4393        Pavardenis4393      1       10      8       8       1       2       7       7       10      8       10      
Vardenis4394        Pavardenis4394      10      2       10      1       9       8       3       9       9       5       7       
Vardenis4395        Pavardenis4395      5       7       5       1       8       5       6       3       5       7       2       
Vardenis4396        Pavardenis4396      8       5       8       8       5       9       7       3       3       9       4       
Vardenis4397        Pavardenis4397      1       1       4       7       8       4       7       5       1       2       6       
Vardenis4398        Pavardenis4398      10      4       8       3       7       7       6       1       2       7       2       
Vardenis4399        Pavardenis4399      6       1       9       5       4       4       6       10      7       7       3       
Vardenis4400        Pavardenis4400      4       3       2       4       10      3       4       3       9       5       6       
Vardenis4401        Pavardenis4401      3       3       5       6       2       2       4       10      8       2       4       
Vardenis4402        Pavardenis4402      8       6       2       5       4       3       1       3       3       5       2       
Vardenis4403        Pavardenis4403      7       1       10      3       6       1       2       1       4       9       2       
Vardenis4404        Pavardenis4404      8       6       5       1       2       5       3       3       9       4       7       
Vardenis4405        Pavardenis4405      8       7       3       10      9       8       6       1       5       5       5       
Vardenis4406        Pavardenis4406      6       4       5       6       5       8       8       10      7       8       2       
Vardenis4407        Pavardenis4407      1       10      7       4       10      7       2       10      1       3       4       
Vardenis4408        Pavardenis4408      9       7       9       8       10      1       4       2       4       2       8       
Vardenis4409        Pavardenis4409      6       9       6       1       5       5       7       3       9       3       10      
Vardenis4410        Pavardenis4410      6       1       4       8       5       9       5       7       9       10      1       
Vardenis4411        Pavardenis4411      8       9       10      4       9       1       10      9       5       3       6       
Vardenis4412        Pavardenis4412      7       1       1       1       10      6       10      7       5       5       4       
Vardenis4413        Pavardenis4413      3       3       2       10      6       10      3       9       2       2       3       
Vardenis4414        Pavardenis4414      7       9       8       10      2       7       4       10      2       6       7       
Vardenis4415        Pavardenis4415      10      7       2       9       9       4       2       9       5       8       9       
Vardenis4416        Pavardenis4416      8       2       1       8       7       9       8       8       7       2       4       
Vardenis4417        Pavardenis4417      3       6       3       5       4       10      6       2       1       10      6       
Vardenis4418        Pavardenis4418      2       6       3       2       4       2       10      9       3       2       1       
Vardenis4419        Pavardenis4419      7       6       5       9       8       7       6       5       8       2       8       
Vardenis4420        Pavardenis4420      2       6       5       1       7       10      2       1       10      7       5       
Vardenis4421        Pavardenis4421      3       2       9       5       1       8       4       6       9       2       1       
Vardenis4422        Pavardenis4422      1       10      5       8       10      1       1       7       2       2       9       
Vardenis4423        Pavardenis4423      8       3       7       9       3       4       2       3       10      5       6       
Vardenis4424        Pavardenis4424      6       9       9       3       1       9       1       8       8       7       10      
Vardenis4425        Pavardenis4425      10      5       8       6       9       4       5       5       10      1       5       
Vardenis4426        Pavardenis4426      10      2       1       6       10      2       4       5       4       5       6       
Vardenis4427        Pavardenis4427      8       6       3       8       10      10      2       3       9       3       1       
Vardenis4428        Pavardenis4428      7       1       6       7       2       3       9       7       10      2       4       
Vardenis4429        Pavardenis4429      7       1       4       2       9       7       7       10      9       2       2       
Vardenis4430        Pavardenis4430      5       7       7       1       2       9       5       2       8       9       7       
Vardenis4431        Pavardenis4431      7       4       3       5       6       7       3       1       4       9       2       
Vardenis4432        Pavardenis4432      7       8       8       9       7       2       5       1       4       6       2       
Vardenis4433        Pavardenis4433      7       10      6       6       3       8       1       5       7       8       1       
Vardenis4434        Pavardenis4434      8       2       6       6       5       9       9       5       5       5       10      
Vardenis4435        Pavardenis4435      2       2       8       2       5       9       1       3       4       9       6       
Vardenis4436        Pavardenis4436      3       10      5       8       9       9       4       4       10      5       5       
Vardenis4437        Pavardenis4437      10      10      1       6       3       10      9       4       6       6       3       
Vardenis4438        Pavardenis4438      7       1       8       1       10      7       2       7       10      3       9       
Vardenis4439        Pavardenis4439      3       2       10      3       9       1       4       5       4       2       4       
Vardenis4440        Pavardenis4440      4       6       1       3       8       3       4       7       4       6       6       
Vardenis4441        Pavardenis4441      4       2       2       10      1       3       10      6       9       7       7       
Vardenis4442        Pavardenis4442      9       9       10      4       3       2       2       10      10      10      6       
Vardenis4443        Pavardenis4443      3       4       1       10      5       9       2       8       10      8       10      
Vardenis4444        Pavardenis4444      8       9       3       5       8       10      9       7       10      6       4       
Vardenis4445        Pavardenis4445      1       6       1       3       2       7       4       7       3       8       5       
Vardenis4446        Pavardenis4446      10      4       8       10      1       5       4       4       1       5       5       
Vardenis4447        Pavardenis4447      4       1       4       9       8       8       1       5       5       4       1       
Vardenis4448        Pavardenis4448      9       2       2       4       9       9       8       7       10      6       3       
Vardenis4449        Pavardenis4449      10      2       1       8       5       3       5       6       6       3       6       
Vardenis4450        Pavardenis4450      5       4       10      6       6       9       5       2       4       7       4       
Vardenis4451        Pavardenis4451      6       6       6       4       3       2       3       10      4       4       8       
Vardenis4452        Pavardenis4452      8       9       7       6       7       8       7       7       4       5       2       
Vardenis4453        Pavardenis4453      1       9       9       4       10      3       10      2       6       3       2       
Vardenis4454        Pavardenis4454      7       6       10      3       9       3       4       2       6       1       1       
Vardenis4455        Pavardenis4455      9       7       4       6       8       6       1       1       10      7       3       
Vardenis4456        Pavardenis4456      8       5       8       8       10      1       3       1       2       3       2       
Vardenis4457        Pavardenis4457      10      6       9       6       1       6       9       1       9       8       4       
Vardenis4458        Pavardenis4458      7       1       1       8       1       6       2       8       2       2       3       
Vardenis4459        Pavardenis4459      2       4       8       9       4       10      1       2       8       8       10      
Vardenis4460        Pavardenis4460      2       6       5       3       5       3       10      7       9       9       7       
Vardenis4461        Pavardenis4461      9       2       6       7       3       3       4       1       2       6       9       
Vardenis4462        Pavardenis4462      2       3       10      2       3       3       10      2       4       5       3       
Vardenis4463        Pavardenis4463      2       1       1       6       8       10      4       10      7       1       6       
Vardenis4464        Pavardenis4464      5       5       8       8       5       5       9       1       3       9       6       
Vardenis4465        Pavardenis4465      6       9       8       1       9       8       8       6       5       1       10      
Vardenis4466        Pavardenis4466      5       9       5       5       7       1       9       8       10      2       7       
Vardenis4467        Pavardenis4467      6       4       6       6       3       9       9       5       9       2       10      
Vardenis4468        Pavardenis4468      7       5       9       9       2       9       10      5       6       5       3       
Vardenis4469        Pavardenis4469      9       2       8       6       3       3       5       9       1       3       2       
Vardenis4470        Pavardenis4470      8       1       8       5       8       2       1       6       4       7       7       
Vardenis4471        Pavardenis4471      8       3       9       7       10      4       2       5       10      1       6       
Vardenis4472        Pavardenis4472      4       10      8       6       3       7       2       8       7       6       3       
Vardenis4473        Pavardenis4473      5       8       1       2       7       3       8       10      2       6       6       
Vardenis4474        Pavardenis4474      2       10      9       7       2       7       10      6       4       2       9       
Vardenis4475        Pavardenis4475      6       3       5       9       1       8       7       9       3       7       4       
Vardenis4476        Pavardenis4476      8       2       2       2       1       7       10      9       6       9       7       
Vardenis4477        Pavardenis4477      2       2       7       8       5       2       6       1       5       3       9       
Vardenis4478        Pavardenis4478      6       2       7       8       2       4       4       4       3       6       9       
Vardenis4479        Pavardenis4479      2       3       3       6       2       9       3       1       8       4       1       
Vardenis4480        Pavardenis4480      4       3       4       10      3       9       7       7       7       8       4       
Vardenis4481        Pavardenis4481      3       7       5       6       1       8       5       10      6       1       8       
Vardenis4482        Pavardenis4482      3       8       10      5       4       6       7       9       1       5       8       
Vardenis4483        Pavardenis4483      10      10      9       9       7       1       2       1       9       7       4       
Vardenis4484        Pavardenis4484      1       3       5       6       1       9       8       5       6       1       4       
Vardenis4485        Pavardenis4485      5       3       7       10      7       8       10      7       10      5       9       
Vardenis4486        Pavardenis4486      4       7       5       3       5       8       1       5       9       3       8       
Vardenis4487        Pavardenis4487      6       4       1       1       2       1       5       5       7       9       8       
Vardenis4488        Pavardenis4488      9       3       5       5       10      8       7       4       9       2       1       
Vardenis4489        Pavardenis4489      6       3       8       7       5       8       10      7       10      7       3       
Vardenis4490        Pavardenis4490      5       10      9       8       4       7       10      3       5       7       7       
Vardenis4491        Pavardenis4491      1       7       8       7       8       6       4       10      10      2       9       
Vardenis4492        Pavardenis4492      5       9       10      9       4       9       8       9       2       4       9       
Vardenis4493        Pavardenis4493      8       3       8       2       7       2       5       2       9       2       1       
Vardenis4494        Pavardenis4494      9       3       8       4       4       4       2       1       10      4       3       
Vardenis4495        Pavardenis4495      1       1       7       4       2       5       8       3       9       1       1       
Vardenis4496        Pavardenis4496      5       9       10      7       5       10      2       4       6       6       10      
Vardenis4497        Pavardenis4497      4       6       10      1       1       6       6       3       9       8       5       
Vardenis4498        Pavardenis4498      8       9       4       10      8       6       9       5       1       8       3       
Vardenis4499        Pavardenis4499      5       9       1       3       10      7       7       3       10      2       5       
Vardenis4500        Pavardenis4500      1       1       3       8       7       3       7       6       3       10      2       
Vardenis4501        Pavardenis4501      8       10      6       1       7       4       1       8       9       3       10      
Vardenis4502        Pavardenis4502      3       1       5       10      1       10      5       4       2       7       9       
Vardenis4503        Pavardenis4503      5       6       1       8       7       9       5       4       7       8       3       
Vardenis4504        Pavardenis4504      7       5       8       8       2       3       6       3       2       9       4       
Vardenis4505        Pavardenis4505      3       9       1       9       8       7       7       1       8       5       5       
Vardenis4506        Pavardenis4506      10      4       4       5       6       5       1       6       5       4       5       
Vardenis4507        Pavardenis4507      8       5       10      2       3       4       6       1       6       5       8       
Vardenis4508        Pavardenis4508      5       4       8       2       2       3       5       6       7       2       1       
Vardenis4509        Pavardenis4509      9       6       2       10      6       2       10      7       7       5       3       
Vardenis4510        Pavardenis4510      6       3       6       8       9       3       5       4       3       6       8       
Vardenis4511        Pavardenis4511      10      2       4       6       10      5       7       7       1       1       4       
Vardenis4512        Pavardenis4512      3       3       2       7       8       7       4       1       1       5       1       
Vardenis4513        Pavardenis4513      9       1       4       3       4       4       10      7       6       4       9       
Vardenis4514        Pavardenis4514      3       9       1       6       2       5       8       3       2       4       4       
Vardenis4515        Pavardenis4515      2       3       5       4       9       5       5       3       9       10      5       
Vardenis4516        Pavardenis4516      9       8       1       2       10      9       9       3       7       8       9       
Vardenis4517        Pavardenis4517      5       7       7       2       1       10      3       1       6       10      6       
Vardenis4518        Pavardenis4518      10      4       6       1       5       7       4       8       7       8       2       
Vardenis4519        Pavardenis4519      7       1       5       6       6       3       7       2       7       9       10      
Vardenis4520        Pavardenis4520      4       2       4       7       3       8       7       2       1       1       9       
Vardenis4521        Pavardenis4521      2       8       10      9       4       10      1       9       4       3       6       
Vardenis4522        Pavardenis4522      4       2       8       2       7       6       3       9       7       5       9       
Vardenis4523        Pavardenis4523      8       5       2       6       6       5       3       7       7       4       3       
Vardenis4524        Pavardenis4524      6       6       5       8       1       3       7       8       2       10      5       
Vardenis4525        Pavardenis4525      7       6       2       1       3       5       4       7       8       9       5       
Vardenis4526        Pavardenis4526      3       8       9       8       3       3       3       3       10      1       5       
Vardenis4527        Pavardenis4527      10      7       1       2       3       2       10      7       4       6       4       
Vardenis4528        Pavardenis4528      3       7       9       9       8       3       6       7       2       10      2       
Vardenis4529        Pavardenis4529      8       9       7       6       4       5       6       2       5       5       8       
Vardenis4530        Pavardenis4530      8       5       5       6       8       2       5       9       2       5       7       
Vardenis4531        Pavardenis4531      9       6       10      4       3       9       8       10      5       1       10      
Vardenis4532        Pavardenis4532      8       6       10      4       7       5       1       8       6       3       7       
Vardenis4533        Pavardenis4533      8       8       7       5       8       4       8       10      2       7       1       
Vardenis4534        Pavardenis4534      1       3       2       6       6       9       2       2       3       6       6       
Vardenis4535        Pavardenis4535      8       1       9       10      7       7       6       9       9       1       6       
Vardenis4536        Pavardenis4536      10      10      4       10      8       1       6       10      5       1       5       
Vardenis4537        Pavardenis4537      4       8       1       5       5       8       3       3       7       4       10      
Vardenis4538        Pavardenis4538      1       10      10      6       1       6       8       5       7       6       3       
Vardenis4539        Pavardenis4539      8       8       10      10      9       9       8       9       9       6       5       
Vardenis4540        Pavardenis4540      9       2       5       6       2       5       8       1       2       7       5       
Vardenis4541        Pavardenis4541      7       5       8       6       10      4       4       7       10      4       2       
Vardenis4542        Pavardenis4542      6       9       9       10      6       2       8       7       6       2       3       
Vardenis4543        Pavardenis4543      10      10      3       1       8       8       1       4       2       7       3       
Vardenis4544        Pavardenis4544      10      7       6       4       1       4       5       7       7       3       10      
Vardenis4545        Pavardenis4545      3       1       4       3       1       4       7       8       3       6       1       
Vardenis4546        Pavardenis4546      4       8       7       3       5       7       7       4       9       3       8       
Vardenis4547        Pavardenis4547      4       3       4       1       3       6       2       10      4       3       7       
Vardenis4548        Pavardenis4548      2       4       6       1       7       6       3       8       9       6       5       
Vardenis4549        Pavardenis4549      8       5       2       8       10      6       3       4       9       1       3       
Vardenis4550        Pavardenis4550      6       5       7       2       9       9       6       10      10      8       10      
Vardenis4551        Pavardenis4551      3       2       10      10      8       2       3       8       10      2       1       
Vardenis4552        Pavardenis4552      9       6       4       6       5       2       5       9       5       4       2       
Vardenis4553        Pavardenis4553      7       3       3       8       6       5       2       5       8       3       1       
Vardenis4554        Pavardenis4554      4       2       4       6       6       6       3       10      10      1       9       
Vardenis4555        Pavardenis4555      8       7       1       2       6       10      5       6       9       7       1       
Vardenis4556        Pavardenis4556      4       7       8       5       8       5       5       7       8       5       5       
Vardenis4557        Pavardenis4557      1       9       9       1       8       1       3       5       2       4       3       
Vardenis4558        Pavardenis4558      8       9       5       8       2       3       4       3       2       7       2       
Vardenis4559        Pavardenis4559      5       4       2       3       1       6       5       10      5       4       5       
Vardenis4560        Pavardenis4560      9       3       9       3       6       3       7       1       8       4       6       
Vardenis4561        Pavardenis4561      4       2       5       2       8       6       6       8       2       3       2       
Vardenis4562        Pavardenis4562      10      6       4       7       10      6       3       9       9       7       6       
Vardenis4563        Pavardenis4563      4       9       1       2       1       10      8       3       4       1       5       
Vardenis4564        Pavardenis4564      10      5       6       9       5       7       6       8       10      1       6       
Vardenis4565        Pavardenis4565      6       8       5       2       1       1       2       4       1       2       5       
Vardenis4566        Pavardenis4566      6       6       4       1       3       8       6       2       8       8       10      
Vardenis4567        Pavardenis4567      9       6       6       9       2       8       1       1       5       9       10      
Vardenis4568        Pavardenis4568      7       3       2       10      5       1       4       4       2       1       10      
Vardenis4569        Pavardenis4569      2       8       6       8       8       2       4       7       6       10      9       
Vardenis4570        Pavardenis4570      3       4       4       4       8       3       10      5       1       3       7       
Vardenis4571        Pavardenis4571      8       2       5       5       9       8       1       5       2       10      9       
Vardenis4572        Pavardenis4572      7       6       3       10      2       5       5       9       2       4       2       
Vardenis4573        Pavardenis4573      9       3       10      1       10      2       2       10      1       5       7       
Vardenis4574        Pavardenis4574      10      3       9       3       8       4       1       2       7       9       3       
Vardenis4575        Pavardenis4575      10      1       6       4       5       5       4       10      4       10      1       
Vardenis4576        Pavardenis4576      6       1       6       5       2       2       4       4       3       8       9       
Vardenis4577        Pavardenis4577      2       6       3       7       9       8       8       1       7       4       7       
Vardenis4578        Pavardenis4578      1       10      10      2       7       9       9       2       8       2       7       
Vardenis4579        Pavardenis4579      2       8       10      2       8       8       10      1       2       8       10      
Vardenis4580        Pavardenis4580      9       9       10      10      6       6       8       9       5       5       1       
Vardenis4581        Pavardenis4581      10      6       1       4       8       8       7       8       6       5       10      
Vardenis4582        Pavardenis4582      3       2       2       3       10      2       2       5       7       3       9       
Vardenis4583        Pavardenis4583      8       1       3       4       7       1       4       4       3       10      3       
Vardenis4584        Pavardenis4584      8       1       9       5       9       4       8       4       6       4       6       
Vardenis4585        Pavardenis4585      3       4       6       9       4       4       10      3       8       1       6       
Vardenis4586        Pavardenis4586      9       9       1       4       1       2       6       3       4       6       5       
Vardenis4587        Pavardenis4587      6       10      3       8       8       5       4       5       6       5       4       
Vardenis4588        Pavardenis4588      2       4       6       9       2       7       7       3       4       2       10      
Vardenis4589        Pavardenis4589      8       9       10      1       10      3       2       2       3       5       8       
Vardenis4590        Pavardenis4590      9       8       3       5       2       3       6       9       1       1       5       
Vardenis4591        Pavardenis4591      6       2       7       10      1       3       6       5       5       3       4       
Vardenis4592        Pavardenis4592      6       4       6       4       7       6       1       5       2       4       10      
Vardenis4593        Pavardenis4593      7       1       2       3       10      1       8       9       9       10      3       
Vardenis4594        Pavardenis4594      7       3       4       7       2       10      5       2       9       10      8       
Vardenis4595        Pavardenis4595      10      2       9       1       6       5       4       2       2       5       1       
Vardenis4596        Pavardenis4596      8       3       7       5       3       2       5       6       7       2       7       
Vardenis4597        Pavardenis4597      7       9       1       6       7       7       10      2       6       10      3       
Vardenis4598        Pavardenis4598      3       5       9       5       1       10      6       7       9       10      10      
Vardenis4599        Pavardenis4599      1       1       2       10      6       8       9       2       6       10      3       
Vardenis4600        Pavardenis4600      5       4       6       3       5       3       5       6       8       1       8       
Vardenis4601        Pavardenis4601      3       7       4       8       5       8       6       7       10      6       4       
Vardenis4602        Pavardenis4602      9       9       10      5       10      10      9       9       10      10      6       
Vardenis4603        Pavardenis4603      6       3       8       1       6       3       4       2       2       8       1       
Vardenis4604        Pavardenis4604      4       4       2       9       6       10      6       7       1       4       10      
Vardenis4605        Pavardenis4605      8       10      4       8       10      9       8       7       5       9       4       
Vardenis4606        Pavardenis4606      9       6       7       1       4       5       5       5       9       10      10      
Vardenis4607        Pavardenis4607      3       6       4       9       6       5       5       9       3       9       4       
Vardenis4608        Pavardenis4608      8       6       7       3       9       2       2       2       1       6       9       
Vardenis4609        Pavardenis4609      2       6       3       4       5       6       8       4       10      3       2       
Vardenis4610        Pavardenis4610      7       1       8       3       2       7       4       2       6       2       4       
Vardenis4611        Pavardenis4611      2       3       2       5       10      6       10      2       1       4       9       
Vardenis4612        Pavardenis4612      4       4       1       8       3       5       6       7       4       5       3       
Vardenis4613        Pavardenis4613      10      3       8       1       2       7       7       10      4       5       6       
Vardenis4614        Pavardenis4614      5       8       9       9       8       7       8       8       6       5       3       
Vardenis4615        Pavardenis4615      1       8       1       4       10      5       1       7       3       3       10      
Vardenis4616        Pavardenis4616      4       5       8       2       6       10      6       3       9       5       10      
Vardenis4617        Pavardenis4617      6       9       5       2       3       9       4       7       9       8       7       
Vardenis4618        Pavardenis4618      5       6       9       2       10      6       5       8       1       6       2       
Vardenis4619        Pavardenis4619      9       10      6       9       10      2       9       9       2       8       5       
Vardenis4620        Pavardenis4620      9       3       7       2       3       6       8       1       2       7       8       
Vardenis4621        Pavardenis4621      1       4       9       6       3       6       7       8       4       9       4       
Vardenis4622        Pavardenis4622      2       10      10      9       2       8       3       10      4       9       6       
Vardenis4623        Pavardenis4623      7       1       6       7       9       6       1       3       4       8       4       
Vardenis4624        Pavardenis4624      9       2       5       5       6       3       5       6       9       4       3       
Vardenis4625        Pavardenis4625      8       4       6       3       8       7       4       7       1       7       2       
Vardenis4626        Pavardenis4626      7       9       10      10      8       5       3       2       8       9       4       
Vardenis4627        Pavardenis4627      1       10      2       10      8       2       3       8       8       3       6       
Vardenis4628        Pavardenis4628      4       8       10      3       10      4       1       1       8       10      8       
Vardenis4629        Pavardenis4629      3       6       3       5       7       1       6       10      1       7       7       
Vardenis4630        Pavardenis4630      10      9       8       7       10      6       3       9       2       4       1       
Vardenis4631        Pavardenis4631      8       8       6       6       9       1       1       5       10      6       2       
Vardenis4632        Pavardenis4632      1       7       9       1       9       3       2       9       10      3       1       
Vardenis4633        Pavardenis4633      6       3       6       6       1       5       7       3       9       4       3       
Vardenis4634        Pavardenis4634      7       3       4       1       3       3       7       5       10      6       7       
Vardenis4635        Pavardenis4635      7       10      9       7       6       5       7       1       8       7       3       
Vardenis4636        Pavardenis4636      7       10      4       1       6       10      7       5       8       9       7       
Vardenis4637        Pavardenis4637      1       4       9       2       1       10      4       2       8       1       4       
Vardenis4638        Pavardenis4638      5       8       9       8       2       8       3       9       3       6       4       
Vardenis4639        Pavardenis4639      7       8       6       10      7       8       1       2       1       6       3       
Vardenis4640        Pavardenis4640      10      1       9       1       4       6       1       2       10      7       7       
Vardenis4641        Pavardenis4641      8       10      2       8       4       5       10      8       3       3       2       
Vardenis4642        Pavardenis4642      5       2       3       4       5       6       7       8       4       1       3       
Vardenis4643        Pavardenis4643      10      4       1       4       9       4       10      10      7       8       5       
Vardenis4644        Pavardenis4644      1       9       4       5       9       4       1       4       6       6       8       
Vardenis4645        Pavardenis4645      3       2       10      1       2       6       7       1       7       3       9       
Vardenis4646        Pavardenis4646      2       7       2       8       5       10      3       1       3       9       8       
Vardenis4647        Pavardenis4647      8       10      7       5       5       4       6       7       4       8       9       
Vardenis4648        Pavardenis4648      8       6       3       1       3       8       3       5       8       5       9       
Vardenis4649        Pavardenis4649      3       5       10      9       8       3       5       5       2       7       10      
Vardenis4650        Pavardenis4650      10      8       8       4       8       5       5       1       4       2       1       
Vardenis4651        Pavardenis4651      9       1       5       10      1       8       1       7       9       8       10      
Vardenis4652        Pavardenis4652      3       10      1       6       1       8       10      4       8       5       3       
Vardenis4653        Pavardenis4653      2       8       5       8       2       4       3       2       10      9       2       
Vardenis4654        Pavardenis4654      7       2       10      6       4       10      10      1       10      8       6       
Vardenis4655        Pavardenis4655      3       5       4       8       2       7       9       10      6       6       10      
Vardenis4656        Pavardenis4656      7       3       8       2       10      1       6       10      4       8       6       
Vardenis4657        Pavardenis4657      9       7       5       4       9       7       4       1       9       3       8       
Vardenis4658        Pavardenis4658      4       3       9       7       1       4       8       2       6       4       8       
Vardenis4659        Pavardenis4659      3       1       3       4       9       1       6       3       8       5       3       
Vardenis4660        Pavardenis4660      3       1       9       4       7       6       10      1       2       4       10      
Vardenis4661        Pavardenis4661      7       5       10      4       5       6       10      3       3       7       1       
Vardenis4662        Pavardenis4662      5       7       6       8       4       1       10      2       7       8       5       
Vardenis4663        Pavardenis4663      10      10      10      4       3       10      10      9       6       8       4       
Vardenis4664        Pavardenis4664      1       10      5       1       8       1       9       4       2       4       2       
Vardenis4665        Pavardenis4665      3       5       10      3       8       5       1       4       1       4       5       
Vardenis4666        Pavardenis4666      1       3       7       10      3       10      7       7       5       8       8       
Vardenis4667        Pavardenis4667      5       6       2       8       2       8       3       2       6       3       2       
Vardenis4668        Pavardenis4668      7       4       7       5       9       2       3       8       8       4       3       
Vardenis4669        Pavardenis4669      5       8       10      6       7       5       5       7       9       3       5       
Vardenis4670        Pavardenis4670      2       9       4       6       8       2       5       8       6       4       6       
Vardenis4671        Pavardenis4671      9       7       10      2       4       2       5       10      3       4       8       
Vardenis4672        Pavardenis4672      7       5       10      10      9       1       3       9       9       1       2       
Vardenis4673        Pavardenis4673      6       7       3       9       3       2       2       7       2       1       5       
Vardenis4674        Pavardenis4674      1       9       9       4       6       6       7       7       8       10      9       
Vardenis4675        Pavardenis4675      5       7       5       3       10      2       8       10      3       6       9       
Vardenis4676        Pavardenis4676      6       6       1       10      3       9       2       4       8       3       6       
Vardenis4677        Pavardenis4677      8       10      7       4       1       2       5       1       2       2       3       
Vardenis4678        Pavardenis4678      4       8       9       7       8       8       10      8       7       3       1       
Vardenis4679        Pavardenis4679      1       6       8       6       6       10      10      10      5       3       8       
Vardenis4680        Pavardenis4680      9       8       10      9       3       9       2       4       3       8       7       
Vardenis4681        Pavardenis4681      9       9       3       3       8       9       2       3       6       8       2       
Vardenis4682        Pavardenis4682      8       3       2       2       4       10      3       2       8       7       7       
Vardenis4683        Pavardenis4683      2       1       2       7       5       1       7       2       10      7       2       
Vardenis4684        Pavardenis4684      4       7       1       2       4       3       5       7       2       4       8       
Vardenis4685        Pavardenis4685      1       3       8       9       6       7       2       5       1       10      2       
Vardenis4686        Pavardenis4686      1       1       10      2       4       8       5       4       1       1       9       
Vardenis4687        Pavardenis4687      6       10      7       8       4       10      9       1       6       5       6       
Vardenis4688        Pavardenis4688      7       5       1       4       7       4       3       10      7       8       5       
Vardenis4689        Pavardenis4689      3       8       6       10      7       1       3       3       6       6       9       
Vardenis4690        Pavardenis4690      6       4       5       10      6       2       1       2       2       6       7       
Vardenis4691        Pavardenis4691      10      2       6       3       5       9       2       6       5       4       10      
Vardenis4692        Pavardenis4692      8       4       6       8       10      4       4       5       1       3       7       
Vardenis4693        Pavardenis4693      5       1       5       2       4       1       8       7       5       4       5       
Vardenis4694        Pavardenis4694      5       4       3       2       4       5       9       8       6       4       8       
Vardenis4695        Pavardenis4695      7       6       3       10      10      6       1       6       6       9       2       
Vardenis4696        Pavardenis4696      4       1       7       5       7       1       10      7       1       3       7       
Vardenis4697        Pavardenis4697      3       6       6       5       3       1       2       2       1       8       6       
Vardenis4698        Pavardenis4698      7       8       10      9       4       10      4       9       8       8       9       
Vardenis4699        Pavardenis4699      9       3       7       6       1       10      8       9       3       6       3       
Vardenis4700        Pavardenis4700      2       1       10      10      6       2       1       3       3       6       6       
Vardenis4701        Pavardenis4701      10      2       9       5       9       10      9       8       1       4       9       
Vardenis4702        Pavardenis4702      1       6       2       3       6       6       1       8       7       8       3       
Vardenis4703        Pavardenis4703      10      3       6       10      7       1       10      3       6       7       6       
Vardenis4704        Pavardenis4704      2       7       3       5       10      5       9       6       9       2       4       
Vardenis4705        Pavardenis4705      8       7       7       2       1       10      3       1       2       2       1       
Vardenis4706        Pavardenis4706      5       6       6       2       9       8       8       1       10      8       5       
Vardenis4707        Pavardenis4707      1       7       10      10      6       1       5       7       5       8       8       
Vardenis4708        Pavardenis4708      4       5       3       2       5       1       8       5       7       5       9       
Vardenis4709        Pavardenis4709      2       3       5       4       4       5       7       6       5       8       8       
Vardenis4710        Pavardenis4710      8       6       4       6       7       5       1       9       6       4       9       
Vardenis4711        Pavardenis4711      5       8       1       7       5       7       9       1       4       9       3       
Vardenis4712        Pavardenis4712      6       7       4       10      4       9       2       1       7       7       2       
Vardenis4713        Pavardenis4713      2       8       10      6       2       7       5       7       8       8       7       
Vardenis4714        Pavardenis4714      6       4       2       7       1       8       4       5       6       6       10      
